stationid,stationname,masterid,latitude,longitude,huc,county,smcshed,taxon
SMC00206,,SMC00206,33.54359,-117.65963,901,Orange,San Juan,Other fish
SMC00208,W Fork San Gabriel River,SMC00208,34.24464,-117.90908,405,Los Angeles,San Gabriel,Other fish
SMC00236,San Bernardino Road,SMC00236,34.08951,-117.94783,405,Los Angeles,San Gabriel,NA
SMC00254,Moody Creek,SMC00254,33.83758,-118.05377,845,Orange,San Gabriel,NA
SMC00271,,403S00271,34.5485,-119.16547,403,Ventura,Santa Clara,NA
SMC00288,,SMC00288,34.13118,-117.76,405,Los Angeles,San Gabriel,Other amphibian
902M18901,,902M18901,33.49624,-117.20413,902,Riverside,Northern San Diego,Procambarus clarkii
SMC00544,,SMC00544,34.14677,-117.74153,405,Los Angeles,San Gabriel,Not Recorded
SGUR3984,,SMC03984,34.24613,-117.90186,405,Los Angeles,San Gabriel,Other reptile
801M12641,Santa Ana Delhi Channel @ Sunflower,801M12641,33.69422,-117.88292,801,Orange,Lower Santa Ana,NA
SMC01384,,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay,Gambusia affinis
SMC01384,,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay,Other amphibian
SMC01640,,SMC01640,34.15335,-118.69679,404,Los Angeles,Santa Monica Bay,
404M07346,Malaga Canyon Creek,404M07346,33.8024,-118.39639,404,Los Angeles,Santa Monica Bay,
404M07349,Malibu Creek,404M07349,34.07803,-118.70166,404,Los Angeles,Santa Monica Bay,Gambusia affinis
404M07349,Malibu Creek,404M07349,34.07803,-118.70166,404,Los Angeles,Santa Monica Bay,Procambarus clarkii
902M18864,,902M18864,33.49207,-117.24653,902,Riverside,Northern San Diego,Other amphibian
902M18864,,902M18864,33.49207,-117.24653,902,Riverside,Northern San Diego,Procambarus clarkii
SMC01097,,902S01097,33.48724,-117.25537,902,Riverside,Northern San Diego,Other amphibian
405CE0280,Cattle Canyon Creek ~1.4mi above San Gabriel River,405CE0280,34.23041,-117.74981,405,Los Angeles,San Gabriel,Other amphibian
SGUT502,,SGUT502,34.2283,-117.76593,405,Los Angeles,San Gabriel,Other amphibian
405M10598,,405M10598,34.06991,-117.77146,405,Los Angeles,San Gabriel,
412M08599,Los Angeles River,412M08599,34.10602,-118.24338,412,Los Angeles,Los Angeles,Micropterus dolomieu
412M08602,Los Angeles River,412M08602,33.97131,-118.16996,412,Los Angeles,Los Angeles,
412WE0896,Big Tujunga Canyon East of Vogel Canyon,412WE0896,34.28771,-118.23008,412,Los Angeles,Los Angeles,
412CE0732,Los Angeles River ~1mi above Riverside Dr.,412CE0732,34.15513,-118.31261,412,Los Angeles,Los Angeles,
412WE0552,Arroyo Seco Creek ~2.1 miles upstream from Gould Mesa Campgroud.,412WE0552,34.23908,-118.18059,412,Los Angeles,Los Angeles,
SMC00520,,SMC00520,34.29626,-118.28252,412,Los Angeles,Los Angeles,Other fish
412CE0616,Los Angeles River above Moorpark St.,412CE0616,34.15397,-118.42994,412,Los Angeles,Los Angeles,
404R4S015,404R4S015,SMC03944,34.14255,-118.75224,404,Ventura,Santa Monica Bay,
412M08597,Los Angeles River,412M08597,34.15524,-118.43907,412,Los Angeles,Los Angeles,Trachemys spp
412CE0232,Los Angeles River ~0.4mi above Hwy 101,412CE0232,34.15907,-118.45624,412,Los Angeles,Los Angeles,Gambusia affinis
SMC00271,,403S00271,34.5485,-119.16547,403,Ventura,Santa Clara,
402M00002,Ventura River S of Shell Road,402M00002,34.31063,-119.29916,402,Ventura,Ventura,Procambarus clarkii
402M00002,Ventura River S of Shell Road,402M00002,34.31063,-119.29916,402,Ventura,Ventura,Gambusia affinis
408M03019,Arroyo Las Posas - nr MPK WWTP,408M03019,34.26742,-118.94037,408,Ventura,Calleguas,Gambusia affinis
SMC00660,,408BA0660,34.26784,-118.93781,408,Ventura,Calleguas,Gambusia affinis
404M04532,Lindero Ck d/s Rockfield St,404M04532,34.1744,-118.78748,404,Ventura,Santa Monica Bay,Procambarus clarkii
SMC00027,,403BA0027,34.66254,-119.05249,403,Ventura,Santa Clara,
906M23302,Tecolote Creek,906M23302,32.81736,-117.19986,906,San Diego,Mission Bay and San Diego River,Xenopus laevis
402M00009,Coyote Ck u/s stream gauge,402M00009,34.41824,-119.37505,402,Ventura,Ventura,Pacifastacus lenisculus
403M01505,Sespe Creek nr Jepson Wash,403M01505,34.41709,-118.92546,403,Ventura,Santa Clara,Lithobates catesbeianus
403M01505,Sespe Creek nr Jepson Wash,403M01505,34.41709,-118.92546,403,Ventura,Santa Clara,Other fish
ME-CC,,ME-CC,34.17912,-119.03968,408,Ventura,Calleguas,Gambusia affinis
ME-CC,,ME-CC,34.17912,-119.03968,408,Ventura,Calleguas,Cyprinus carpio
407M01516,Arundell Barranca u/s Harbor Blvd,407M01516,34.25539,-119.25498,407,Ventura,Santa Clara,
SMC00836,,408BA0836,34.19071,-119.00511,408,Ventura,Calleguas,Other amphibian
SMC00836,,408BA0836,34.19071,-119.00511,408,Ventura,Calleguas,Procambarus clarkii
SMC00836,,408BA0836,34.19071,-119.00511,408,Ventura,Calleguas,Gambusia affinis
SMC00324,,ME-SCR,34.30063,-119.1097,403,Ventura,Santa Clara,Procambarus clarkii
SMC00324,,ME-SCR,34.30063,-119.1097,403,Ventura,Santa Clara,Gambusia affinis
403M01506,Santa Clara River u/s Torrey Rd,403M01506,34.39739,-118.79347,403,Ventura,Santa Clara,Other amphibian
403M01506,Santa Clara River u/s Torrey Rd,403M01506,34.39739,-118.79347,403,Ventura,Santa Clara,Gambusia affinis
408M03015,Waverly Channel east of Young,408M03015,34.20947,-118.88115,408,Ventura,Calleguas,
SMC00036,,408BA0036,34.21502,-118.87899,408,Ventura,Calleguas,
408M03005,Tapo Cyn d/s Los Angeles Ave,408M03005,34.27001,-118.74203,408,Ventura,Calleguas,
402M00005,Matilija Ck u/s Blue Heron Ranch,402M00005,34.51364,-119.40097,402,Ventura,Ventura,Other amphibian
402M00005,Matilija Ck u/s Blue Heron Ranch,402M00005,34.51364,-119.40097,402,Ventura,Ventura,Other fish
ME-VR2,,ME-VR2,34.34584,-119.29948,402,Ventura,Ventura,Lithobates catesbeianus
ME-VR2,,ME-VR2,34.34584,-119.29948,402,Ventura,Ventura,Gambusia affinis
ME-VR2,,ME-VR2,34.34584,-119.29948,402,Ventura,Ventura,Procambarus clarkii
801M12625,Santa Ana River at I-405,801M12625,33.69499,-117.93471,801,Orange,Lower Santa Ana,Other fish
SMC09698,,802S09698,33.7459,-116.70739,802,Riverside,San Jacinto,NA
801M12611,Collins Channel downstream of Main St.,801M12611,33.80456,-117.86822,801,Orange,Lower Santa Ana,Gambusia affinis
SMC00670,,SMC00670,33.86925,-117.90916,845,Orange,San Gabriel,
801M12617,At 405 near Sand Cyn,801M12617,33.65489,-117.77451,801,Orange,Lower Santa Ana,
901M14124,Segunda Desheca @ Calle de Los Molinos,901M14124,33.43535,-117.62556,901,Orange,San Juan,
SMC16169,,SMC16169,33.74655,-117.59351,801,Orange,Lower Santa Ana,Other amphibian
SMC16169,,SMC16169,33.74655,-117.59351,801,Orange,Lower Santa Ana,Other amphibian
SMC16169,,SMC16169,33.74655,-117.59351,801,Orange,Lower Santa Ana,Other amphibian
SMC00206,,SMC00206,33.54359,-117.65963,901,Orange,San Juan,
901M14118,Trabuco Creek next to Beebe Park,901M14118,33.6098,-117.62739,901,Orange,San Juan,Other fish
901M14118,Trabuco Creek next to Beebe Park,901M14118,33.6098,-117.62739,901,Orange,San Juan,Other amphibian
SMC00873,,SMC00873,33.59849,-117.62668,901,Orange,San Juan,Gambusia affinis
SMC00873,,SMC00873,33.59849,-117.62668,901,Orange,San Juan,Other amphibian
801M15376,Day Creek,801M15376,34.082,-117.54148,801,San Bernardino,Middle Santa Ana,
481M15356,San Antonio Creek,481M15356,34.23115,-117.66159,481,Los Angeles,Middle Santa Ana,
801M15377,Lytle Creek,801M15377,34.21799,-117.46218,801,San Bernardino,Middle Santa Ana,Other amphibian
801M15377,Lytle Creek,801M15377,34.21799,-117.46218,801,San Bernardino,Middle Santa Ana,Other amphibian
801M15377,Lytle Creek,801M15377,34.21799,-117.46218,801,San Bernardino,Middle Santa Ana,Other fish
801M15366,East Twin Creek,801M15366,34.1728,-117.26687,801,San Bernardino,Upper Santa Ana,Other amphibian
SMCR8_062,,801LYC062,34.21257,-117.45844,801,San Bernardino,Middle Santa Ana,Other fish
SMCR8_069,,801MLC069,34.2481,-117.51276,801,San Bernardino,Middle Santa Ana,Other amphibian
SMCR8_069,,801MLC069,34.2481,-117.51276,801,San Bernardino,Middle Santa Ana,Other amphibian
SMCR8_034,,801MIC034,34.08909,-116.92669,801,San Bernardino,Upper Santa Ana,
SMCR8_100,,801MFC100,34.22644,-116.93895,801,San Bernardino,Upper Santa Ana,
405M10599,,405M10599,33.95045,-118.04896,405,Los Angeles,San Gabriel,
845PS0011,Fullerton Creek,845PS0011,33.88053,-117.89742,845,Orange,San Gabriel,
403R4S117,San Francisquito u/s of Power Plant,403R4S117,34.58739,-118.45116,403,Los Angeles,Santa Clara,
403R4S211,San Francisquito d/s of Power Plant,403R4S211,34.57232,-118.46287,403,Los Angeles,Santa Clara,Other invertebrate
403R4S137,Plum Canyon Rd,403R4S137,34.44605,-118.4892,403,Los Angeles,Santa Clara,
403BA0136,Boquet Canyon Random Site 136,403BA0136,34.51202,-118.45038,403,Los Angeles,Santa Clara,
403WE0682,Bouquet Canyon Creek ~0.5mi Below Bouquet Reservoir,403WE0682,34.57066,-118.38974,403,Los Angeles,Santa Clara,
403WE1021,Elizabeth Canyon Creek Lake Hughes Rd. ~10mi E I5,403WE1021,34.63193,-118.52977,403,Los Angeles,Santa Clara,Lithobates catesbeianus
403CE0156,Santa Paula Creek ~2.5mi above Santa Clara River,403CE0156,34.37746,-119.05968,403,Ventura,Santa Clara,Procambarus clarkii
404R4S009,Medea Creek u/s of Thousand Oaks,404R4S009,34.17601,-118.76169,404,Ventura,Santa Monica Bay,Procambarus clarkii
404R4S070,Los Allos Canyon Creek,404R4S070,34.042,-118.89747,404,Los Angeles,Santa Monica Bay,
404R4S089,Centinela Creek,404R4S089,33.98426,-118.41426,404,Los Angeles,Santa Monica Bay,
403WE0534,Piru Creek 1.3 miles upstream from Fish Creek,403WE0534,34.61359,-118.77983,403,Los Angeles,Santa Clara,Lithobates catesbeianus
403WE0534,Piru Creek 1.3 miles upstream from Fish Creek,403WE0534,34.61359,-118.77983,403,Los Angeles,Santa Clara,Pacifastacus lenisculus
403WE0534,Piru Creek 1.3 miles upstream from Fish Creek,403WE0534,34.61359,-118.77983,403,Los Angeles,Santa Clara,Gambusia affinis
403WE0534,Piru Creek 1.3 miles upstream from Fish Creek,403WE0534,34.61359,-118.77983,403,Los Angeles,Santa Clara,Other fish
906M23302,Tecolote Creek,906M23302,32.81736,-117.19986,906,San Diego,Mission Bay and San Diego River,Xenopus laevis
902WE0888,De Luz Creek Trib ~1.8mi above De Luz Creek,902WE0888,33.45407,-117.30182,902,San Diego,Northern San Diego,Other amphibian
902WE0888,De Luz Creek Trib ~1.8mi above De Luz Creek,902WE0888,33.45407,-117.30182,902,San Diego,Northern San Diego,Other amphibian
403WE0534,Piru Creek 1.3 miles upstream from Fish Creek,403WE0534,34.61359,-118.77983,403,Los Angeles,Santa Clara,Lithobates catesbeianus
405M10596,Cerritos Channel d/s of LB Airport,405M10596,33.81024,-118.12821,405,Los Angeles,San Gabriel,Other invertebrate
403CE0188,Santa Paula Creek ~0.6mi above Santa Clara River,403CE0188,34.35646,-119.04752,403,Ventura,Santa Clara,Other fish
403CE0188,Santa Paula Creek ~0.6mi above Santa Clara River,403CE0188,34.35646,-119.04752,403,Ventura,Santa Clara,Gambusia affinis
403R4S193,Piru Creek 403R4S193,403R4S193,34.41722,-118.78927,403,Ventura,Santa Clara,Procambarus clarkii
403R4S193,Piru Creek 403R4S193,403R4S193,34.41722,-118.78927,403,Ventura,Santa Clara,Gambusia affinis
403R4S193,Piru Creek 403R4S193,403R4S193,34.41722,-118.78927,403,Ventura,Santa Clara,Lithobates catesbeianus
907S01610,Boulder Creek ~0.7mi above Boulder Cr. Rd.,907S01610,32.96675,-116.65275,907,San Diego,Mission Bay and San Diego River,Taricha torosa
907S01610,Boulder Creek ~0.7mi above Boulder Cr. Rd.,907S01610,32.96675,-116.65275,907,San Diego,Mission Bay and San Diego River,Pseudacris cadaverina
907SDB016,Cedar Creek Upstream of Eagle Spur,907SDB016,33.00595218,-116.7010731,907,San Diego,Mission Bay and San Diego River,Emys marmorata
907SDB016,Cedar Creek Upstream of Eagle Spur,907SDB016,33.00595218,-116.7010731,907,San Diego,Mission Bay and San Diego River,Thamnophis hammondii
907SDB016,Cedar Creek Upstream of Eagle Spur,907SDB016,33.00595218,-116.7010731,907,San Diego,Mission Bay and San Diego River,Pseudacris cadaverina
907SDB047,Cedar Creek Upstream of Power Line,907SDB047,33.00755,-116.66464,907,San Diego,Mission Bay and San Diego River,Pseudacris cadaverina
909S00282,Sweetwater River downstream of Merigen,909S00282,32.87185,-116.61372,909,San Diego,Southern San Diego,NA
911S01142,Pine Valley Creek ~0.9mi below Espinosa Cr.,911S01142,32.73547,-116.65268,911,San Diego,Southern San Diego,NA
911M24926,,911M24926,32.59782,-116.65687,911,San Diego,Southern San Diego,NA
REF-BC,,REF-BC,33.63611,-117.55581,901,Orange,San Juan,Other amphibian
REF-BC,,REF-BC,33.63611,-117.55581,901,Orange,San Juan,Other amphibian
LC-133,,LC-133,33.57853,-117.76178,901,Orange,San Juan,Procambarus clarkii
LC-133,,LC-133,33.57853,-117.76178,901,Orange,San Juan,Gambusia affinis
LC-133,,LC-133,33.57853,-117.76178,901,Orange,San Juan,Other amphibian
901M14134,Tijeras Creek @ Trabuco Creek confluence,901M14134,33.59231,-117.63283,901,Orange,San Juan,Other fish
901M14134,Tijeras Creek @ Trabuco Creek confluence,901M14134,33.59231,-117.63283,901,Orange,San Juan,Other amphibian
901M14134,Tijeras Creek @ Trabuco Creek confluence,901M14134,33.59231,-117.63283,901,Orange,San Juan,Other amphibian
SMC00873,,SMC00873,33.59849,-117.62668,901,Orange,San Juan,Other amphibian
801M12644,Esparanza Channel @ Yorba Linda Blvd.,801M12644,33.89118,-117.76561,801,Orange,Lower Santa Ana,Other amphibian
SMC00428,SGUR00428,SMC00428,34.2481,-118.04976,405,Los Angeles,San Gabriel,NA
902M18901,,902M18901,33.49624,-117.20413,902,Riverside,Northern San Diego,Other amphibian
909WE0662,Sweetwater River at Glen Valley Campground,909WE0662,32.89957,-116.58789,909,San Diego,Southern San Diego,Other fish
906M23318,Rose Canyon,906M23318,32.8249,-117.23035,906,San Diego,Mission Bay and San Diego River,Lepomis cyanellus
906M23318,Rose Canyon,906M23318,32.8249,-117.23035,906,San Diego,Mission Bay and San Diego River,Gambusia affinis
906M23318,Rose Canyon,906M23318,32.8249,-117.23035,906,San Diego,Mission Bay and San Diego River,Trachemys spp
907M23325,Forester Tributary,907M23325,32.80233,-116.97166,907,San Diego,Mission Bay and San Diego River,
909WE0662,Sweetwater River at Glen Valley Campground,909WE0662,32.89957,-116.58789,909,San Diego,Southern San Diego,Other amphibian
403M05771,Gorman Creek,403M05771,34.69939,-118.79476,403,Los Angeles,Santa Clara,
403M05757,Bouquet Canyon,403M05757,34.54518,-118.43467,403,Los Angeles,Santa Clara,
403M05758,Santa Clara River,403M05758,34.43484,-118.61254,403,Los Angeles,Santa Clara,Procambarus clarkii
403M05758,Santa Clara River,403M05758,34.43484,-118.61254,403,Los Angeles,Santa Clara,Gambusia affinis
SMC01384,,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay,Micropterus almoides
SMC01384,,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay,Procambarus clarkii
909M24955,,909M24955,32.66652,-116.99547,909,San Diego,Southern San Diego,Gambusia affinis
909M24955,,909M24955,32.66652,-116.99547,909,San Diego,Southern San Diego,Procambarus clarkii
911M24949,,911M24949,32.80946,-116.43979,911,San Diego,Southern San Diego,Not Recorded
911M24957,,911M24957,32.67449,-116.5657,911,San Diego,Southern San Diego,Other amphibian
905PS0026,Santa Ysabel Creek,905PS0026,33.10697,-116.86545,905,San Diego,Central San Diego,Other amphibian
905PS0026,Santa Ysabel Creek,905PS0026,33.10697,-116.86545,905,San Diego,Central San Diego,Other amphibian
906M21770,,906M21770,32.90376,-117.22665,906,San Diego,Central San Diego,Procambarus clarkii
906M21754,,906M21754,32.95499,-117.17263,906,San Diego,Central San Diego,Procambarus clarkii
906M21754,,906M21754,32.95499,-117.17263,906,San Diego,Central San Diego,Gambusia affinis
906M21754,,906M21754,32.95499,-117.17263,906,San Diego,Central San Diego,Other amphibian
907M23373,,907M23373,32.83791,-117.01763,907,San Diego,Mission Bay and San Diego River,Gambusia affinis
907M23373,,907M23373,32.83791,-117.01763,907,San Diego,Mission Bay and San Diego River,Procambarus clarkii
907M23373,,907M23373,32.83791,-117.01763,907,San Diego,Mission Bay and San Diego River,Micropterus salmoides
801M15511,,801M15511,34.17707,-116.84426,801,San Bernardino,Upper Santa Ana,Other fish
801WE1008,Barton Creek ~ 1.4 mi. NW of Barton Flats Campground,801WE1008,34.18128,-116.91197,801,San Bernardino,Upper Santa Ana,Not Recorded
801M15447,,801M15447,34.1669,-116.88835,801,San Bernardino,Upper Santa Ana,Not Recorded
SMC01097,,902S01097,33.48724,-117.25537,902,Riverside,Northern San Diego,Other amphibian
SMC01097,,902S01097,33.48724,-117.25537,902,Riverside,Northern San Diego,Procambarus clarkii
405PS0030,San Gabriel River 30,405PS0030,34.23487,-117.80523,405,Los Angeles,San Gabriel,
SGUT503,,SGUT503,34.29216,-117.83856,405,Los Angeles,San Gabriel,
801M15479,,801M15479,34.09881,-117.02622,801,San Bernardino,Upper Santa Ana,Other amphibian
801M15479,,801M15479,34.09881,-117.02622,801,San Bernardino,Upper Santa Ana,Other amphibian
412M08643,,412M08643,33.8084,-118.20559,412,Los Angeles,Los Angeles,Not Recorded
SMC00440,,SMC00440,34.28658,-118.52966,412,Los Angeles,Los Angeles,Other amphibian
SMC00440,,SMC00440,34.28658,-118.52966,412,Los Angeles,Los Angeles,Other amphibian
412CE0232,Los Angeles River ~0.4mi above Hwy 101,412CE0232,34.15907,-118.45624,412,Los Angeles,Los Angeles,Not Recorded
412M08640,,412M08640,34.22095,-118.54618,412,Los Angeles,Los Angeles,Not Recorded
SMC02092,,SMC02092,34.27948,-118.20684,412,Los Angeles,Los Angeles,Not Recorded
SMC02088,,SMC02088,34.30226,-118.25959,412,Los Angeles,Los Angeles,Micropterus salmoides
412M08642,,412M08642,34.0472,-118.22979,412,Los Angeles,Los Angeles,Not Recorded
412WE0552,Arroyo Seco Creek ~2.1 miles upstream from Gould Mesa Campgroud.,412WE0552,34.23908,-118.18059,412,Los Angeles,Los Angeles,Not Recorded
SMC02568,,SMC02568,34.27866,-118.22031,412,Los Angeles,Los Angeles,Other fish
412M08599,Los Angeles River,412M08599,34.10602,-118.24338,412,Los Angeles,Los Angeles,Pacifastacus lenisculus
412M08599,Los Angeles River,412M08599,34.10602,-118.24338,412,Los Angeles,Los Angeles,Cyprinus carpio
412M08599,Los Angeles River,412M08599,34.10602,-118.24338,412,Los Angeles,Los Angeles,Other fish
SMC00926,,SMC00926,33.90739,-117.88296,845,Orange,San Gabriel,Lithobates catesbeianus
SMC00926,,SMC00926,33.90739,-117.88296,845,Orange,San Gabriel,Gambusia affinis
801M12673,,801M12673,33.6049,-117.85296,801,Orange,Lower Santa Ana,Procambarus clarkii
801M12672,,801M12672,33.79793,-117.9482,801,Orange,Lower Santa Ana,Not Recorded
801M12674,,801M12674,33.73031,-117.79695,801,Orange,Lower Santa Ana,Not Recorded
SMC00105,,SMC00105,33.74651,-117.58423,801,Orange,Lower Santa Ana,Not Recorded
SMC00670,,SMC00670,33.86925,-117.90916,845,Orange,San Gabriel,Not Recorded
SMC02656,,SMC02656,34.07498,-117.87216,405,Los Angeles,San Gabriel,Not Recorded
SMC00382,,SMC00382,34.04437,-117.99413,405,Los Angeles,San Gabriel,Not Recorded
SMC00608,,SMC00608,34.12344,-117.90223,405,Los Angeles,San Gabriel,Not Recorded
SMC00480,,SMC00480,34.23434,-117.73155,405,Los Angeles,San Gabriel,Not Recorded
SMC08766,,SMC08766,33.90192,-118.10859,405,Los Angeles,San Gabriel,Not Recorded
SMC09534,,SMC09534,33.83832,-118.09487,405,Los Angeles,San Gabriel,Not Recorded
SMC16832,,SMC16832,33.88444,-118.10855,405,Los Angeles,San Gabriel,Not Recorded
SMC02976,,SMC02976,34.2579,-117.75661,405,Los Angeles,San Gabriel,Other amphibian
SMC04524,W. Fork San Gabriel River; Off Shortcut- Pass Road,SMC04524,34.24761,-118.03367,405,Los Angeles,San Gabriel,Other fish
408M03116,,408M03116,34.17233,-119.09741,408,Ventura,Calleguas,Not Recorded
SMC00324,,ME-SCR,34.30063,-119.1097,403,Ventura,Santa Clara,Other amphibian
SMC00324,,ME-SCR,34.30063,-119.1097,403,Ventura,Santa Clara,Gambusia affinis
SMC00836,,408BA0836,34.19071,-119.00511,408,Ventura,Calleguas,Not Recorded
402M00066,,402M00066,34.29325,-119.30742,402,Ventura,Ventura,Procambarus clarkii
402M00066,,402M00066,34.29325,-119.30742,402,Ventura,Ventura,Other amphibian
402M00066,,402M00066,34.29325,-119.30742,402,Ventura,Ventura,Other fish
402M00082,,402M00082,34.29004,-119.30801,402,Ventura,Ventura,Other fish
410M01628,,410M01628,34.1625,-119.16675,410,Ventura,Santa Clara,Not Recorded
408M03119,,408M03119,34.2277,-118.97224,408,Ventura,Calleguas,Cyprinus carpio
ME-CC,,ME-CC,34.17912,-119.03968,408,Ventura,Calleguas,Other fish
ME-CC,,ME-CC,34.17912,-119.03968,408,Ventura,Calleguas,Cyprinus carpio
SMC00027,,403BA0027,34.66254,-119.05249,403,Ventura,Santa Clara,Other fish
SMC00271,,403S00271,34.5485,-119.16547,403,Ventura,Santa Clara,Other fish
408M03115,,408M03115,34.26752,-118.94539,408,Ventura,Calleguas,Other fish
ME-VR2,,ME-VR2,34.34584,-119.29948,402,Ventura,Ventura,Gambusia affinis
402M00114,,402M00114,34.41665,-119.37011,402,Ventura,Ventura,Other amphibian
403M01626,,403M01626,34.43605,-119.0864,403,Ventura,Santa Clara,Not Recorded
403M01565,,403M01565,34.38023,-119.06545,403,Ventura,Santa Clara,Other amphibian
