stationid,stationname,masterid,latitude,longitude,huc,county,smcshed,taxon
402M00157,,402M00157,34.37646,-119.30793,402,Ventura,Ventura,Gambusia affinis
905PS0026,Santa Ysabel Creek,905PS0026,33.10697,-116.86545,905,San Diego,Central San Diego,Other amphibian
905PS0026,Santa Ysabel Creek,905PS0026,33.10697,-116.86545,905,San Diego,Central San Diego,Other amphibian
905PS0026,Santa Ysabel Creek,905PS0026,33.10697,-116.86545,905,San Diego,Central San Diego,Gambusia affinis
902M18865,SMC18865,902M18865,33.46728,-117.23022,902,Riverside,Northern San Diego,NA
SMC01097,,902S01097,33.48724,-117.25537,902,Riverside,Northern San Diego,NA
909M24925,,909M24925,32.83848,-116.63814,909,San Diego,Southern San Diego,Other amphibian
909WE0662,Sweetwater River at Glen Valley Campground,909WE0662,32.89957,-116.58789,909,San Diego,Southern San Diego,Other amphibian
801M12649,San Diego Creek downstream of Harvard,801M12649,33.6885,-117.81997,801,Orange,Lower Santa Ana,Other fish
403M01619,,403M01619,34.55945,-119.26634,403,Ventura,Santa Clara,Other amphibian
408M03166,,408M03166,34.28501,-118.86104,408,Ventura,Calleguas,Micropterus salmoides
408M03182,,408M03182,34.29028,-118.83916,408,Ventura,Calleguas,Gambusia affinis
ME-CC,,ME-CC,34.17912,-119.03968,408,Ventura,Calleguas,Procambarus clarkii
905M21725,,905M21725,33.01795,-117.17811,905,San Diego,Central San Diego,NA
905M21737,,905M21737,33.00405,-117.15264,905,San Diego,Central San Diego,NA
ME-CC,,ME-CC,34.17912,-119.03968,408,Ventura,Calleguas,Gambusia affinis
ME-SCR2,ME-SCR2,403M01661,34.30608,-119.09618,403,Ventura,Santa Clara,Gambusia affinis
ME-SCR2,ME-SCR2,403M01661,34.30608,-119.09618,403,Ventura,Santa Clara,Other fish
901M14126,Aliso Creek downstream of Alicia Pkwy.,901M14126,33.54743,-117.7223,901,Orange,San Juan,Procambarus clarkii
SMC00206,,SMC00206,33.54359,-117.65963,901,Orange,San Juan,Other fish
845PS0011,Fullerton Creek,845PS0011,33.88053,-117.89742,845,Orange,San Gabriel,NA
845M10601,San Gabriel River,845M10601,33.90791,-117.88829,845,Orange,San Gabriel,NA
801M16908,SMC16908,801M16908,33.91828,-117.63602,801,Riverside,Middle Santa Ana,Procambarus clarkii
801M16908,SMC16908,801M16908,33.91828,-117.63602,801,Riverside,Middle Santa Ana,Cyprinus carpio
801M16908,SMC16908,801M16908,33.91828,-117.63602,801,Riverside,Middle Santa Ana,Lepomis cyanellus
801M16916,SMC16916,801M16916,33.96417,-117.49156,801,Riverside,Middle Santa Ana,NA
403M05780,Elizibeth Creek 650m. u/s of USFS 6N24,403M05780,34.60452,-118.55686,403,Los Angeles,Santa Clara,NA
SMC00428,SGUR00428,SMC00428,34.2481,-118.04976,405,Los Angeles,San Gabriel,NA
412M08608,Bull Creek,412M08608,34.18543,-118.49768,412,Los Angeles,Los Angeles,Other amphibian
412M08616,Arroyo Calabasas,412M08616,34.18855,-118.61028,412,Los Angeles,Los Angeles,NA
412PS0020,Alhambra Wash,412PS0020,34.07077,-118.09545,412,Los Angeles,Los Angeles,NA
402M00015,VR near Friends Packing House,402M00015,34.47484,-119.29151,402,Ventura,Ventura,Other amphibian
402M00015,VR near Friends Packing House,402M00015,34.47484,-119.29151,402,Ventura,Ventura,Other amphibian
402M00029,VR near Foster Park,402M00029,34.35798,-119.31172,402,Ventura,Ventura,Other amphibian
402M00029,VR near Foster Park,402M00029,34.35798,-119.31172,402,Ventura,Ventura,Procambarus clarkii
402M00029,VR near Foster Park,402M00029,34.35798,-119.31172,402,Ventura,Ventura,Lithobates catesbeianus
902WE0888,De Luz Creek Trib ~1.8mi above De Luz Creek,902WE0888,33.45407,-117.30182,902,San Diego,Northern San Diego,Procambarus clarkii
902M20173,,902M20173,33.40528,-117.18096,902,San Diego,Northern San Diego,Other amphibian
902M20173,,902M20173,33.40528,-117.18096,902,San Diego,Northern San Diego,Procambarus clarkii
903M20165,,903M20165,33.2747,-117.18089,903,San Diego,Northern San Diego,Lithobates catesbeianus
903M20165,,903M20165,33.2747,-117.18089,903,San Diego,Northern San Diego,Procambarus clarkii
SMC01640,,SMC01640,34.15335,-118.69679,404,Los Angeles,Santa Monica Bay,NA
ME-VR2,,ME-VR2,34.34584,-119.29948,402,Ventura,Ventura,Gambusia affinis
SMC00095,,402BA0095,34.46328,-119.34566,402,Ventura,Ventura,Not Recorded
SMC00143,,402BA0143,34.36483,-119.31057,402,Ventura,Ventura,Other fish
SMC00772,,403S00772,34.40976,-118.93221,403,Ventura,Santa Clara,Gambusia affinis
SMC00772,,403S00772,34.40976,-118.93221,403,Ventura,Santa Clara,Other fish
SMC00827,,SMC00827,34.55734,-119.18833,403,Ventura,Santa Clara,Other fish
SMC01860,,SMC01860,34.224,-118.97911,408,Ventura,Calleguas,Not Recorded
SMC02127,,SMC02127,34.42318,-119.26474,402,Ventura,Ventura,Other fish
903M20165,,903M20165,33.2747,-117.18089,903,San Diego,Northern San Diego,Lithobates catesbeianus
903M20165,,903M20165,33.2747,-117.18089,903,San Diego,Northern San Diego,Gambusia affinis
907M23327,,907M23327,32.8378,-116.78974,907,San Diego,Mission Bay and San Diego River,Other amphibian
907M23327,,907M23327,32.8378,-116.78974,907,San Diego,Mission Bay and San Diego River,Procambarus clarkii
907M23331,,907M23331,32.84058,-116.90771,907,San Diego,Mission Bay and San Diego River,Procambarus clarkii
412WE0552,Arroyo Seco Creek ~2.1 miles upstream from Gould Mesa Campgroud.,412WE0552,34.23908,-118.18059,412,Los Angeles,Los Angeles,NA
SMC00924,,SMC00924,34.22394,-118.18053,412,Los Angeles,Los Angeles,NA
801STW085,San Timoteo Wash Random Olsen Site 085,801STW085,34.0498692,-117.23326,801,San Bernardino,Upper Santa Ana,Other reptile
801RB8567,San Timoteo Canyon Random Olsen Site 567,801RB8567,33.971554,-117.082221,801,Riverside,Upper Santa Ana,Other reptile
801RB8567,San Timoteo Canyon Random Olsen Site 567,801RB8567,33.971554,-117.082221,801,Riverside,Upper Santa Ana,Other reptile
907M23330,,907M23330,33.00358,-116.70228,907,San Diego,Mission Bay and San Diego River,Procambarus clarkii
907M23330,,907M23330,33.00358,-116.70228,907,San Diego,Mission Bay and San Diego River,Other fish
907M23330,,907M23330,33.00358,-116.70228,907,San Diego,Mission Bay and San Diego River,Other reptile
405CE0280,Cattle Canyon Creek ~1.4mi above San Gabriel River,405CE0280,34.23041,-117.74981,405,Los Angeles,San Gabriel,Other amphibian
SGUT502,,SGUT502,34.2283,-117.76593,405,Los Angeles,San Gabriel,Other amphibian
801STW258,,801STW258,34.01399,-117.17834,801,San Bernardino,Upper Santa Ana,Other reptile
801CYC398,City Creek Random Olsen Site 398,801CYC398,34.13646,-117.18965,801,San Bernardino,Upper Santa Ana,Other amphibian
801CYC398,City Creek Random Olsen Site 398,801CYC398,34.13646,-117.18965,801,San Bernardino,Upper Santa Ana,Other fish
SGUT503,,SGUT503,34.29216,-117.83856,405,Los Angeles,San Gabriel,NA
404M07357,Topanga Creek 365 m d/s of Alma Rd,404M07357,34.07936,-118.59437,404,Los Angeles,Santa Monica Bay,Procambarus clarkii
404M07357,Topanga Creek 365 m d/s of Alma Rd,404M07357,34.07936,-118.59437,404,Los Angeles,Santa Monica Bay,Gambusia affinis
404M07357,Topanga Creek 365 m d/s of Alma Rd,404M07357,34.07936,-118.59437,404,Los Angeles,Santa Monica Bay,Micropterus almoides
SMC02436,,SMC02436,34.26279,-118.97199,408,Ventura,Calleguas,Not Recorded
SMC03048,,404S03048,34.18425,-118.79088,404,Ventura,Santa Monica Bay,Procambarus clarkii
404M07357,Topanga Creek 365 m d/s of Alma Rd,404M07357,34.07936,-118.59437,404,Los Angeles,Santa Monica Bay,Carassius auratus
404M07357,Topanga Creek 365 m d/s of Alma Rd,404M07357,34.07936,-118.59437,404,Los Angeles,Santa Monica Bay,Other fish
904M21729,,904M21729,33.09835,-117.13358,904,San Diego,Central San Diego,Procambarus clarkii
904M21729,,904M21729,33.09835,-117.13358,904,San Diego,Central San Diego,Micropterus almoides
904WE1125,Escondido Creek above Country Club Dr.,904WE1125,33.09896,-117.12876,904,San Diego,Central San Diego,Gambusia affinis
904WE1125,Escondido Creek above Country Club Dr.,904WE1125,33.09896,-117.12876,904,San Diego,Central San Diego,Micropterus almoides
SMC01384,,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay,Procambarus clarkii
SMC01384,,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay,Micropterus almoides
SMC01384,,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay,Lepomis cyanellus
SMC01096,,SMC01096,34.28465,-118.29343,412,Los Angeles,Los Angeles,NA
SMC00520,,SMC00520,34.29626,-118.28252,412,Los Angeles,Los Angeles,NA
SMC01544,,SMC01544,34.29729,-118.24843,412,Los Angeles,Los Angeles,Procambarus clarkii
801RB8598,Day Creek Random Olsen Site 598,801RB8598,34.119657,-117.54008,801,San Bernardino,Middle Santa Ana,NA
403M01500,FranklinBarranca u/s of DarlingRd,403M01500,34.29132,-119.14776,403,Ventura,Santa Clara,NA
SMC00324,,ME-SCR,34.30063,-119.1097,403,Ventura,Santa Clara,NA
403M01528,Franklin Barranca in SCR at Hwy 118,403M01528,34.27599,-119.14219,403,Ventura,Santa Clara,NA
801M15414,West Fork City Creek SMC Random Site 15414,801M15414,34.18646,-117.18547,801,San Bernardino,Upper Santa Ana,Other amphibian
801M15414,West Fork City Creek SMC Random Site 15414,801M15414,34.18646,-117.18547,801,San Bernardino,Upper Santa Ana,Other amphibian
801M15414,West Fork City Creek SMC Random Site 15414,801M15414,34.18646,-117.18547,801,San Bernardino,Upper Santa Ana,Other fish
404M07358,Centinela Creek-100m. d/s of Inglewood Blvd.,404M07358,33.98675,-118.41043,404,Los Angeles,Santa Monica Bay,NA
801STW207,,801STW207,33.97496,-117.09231,801,Riverside,Upper Santa Ana,NA
801M15378,Lytle Creek SMC Random Site 15378,801M15378,34.24433,-117.50774,801,San Bernardino,Middle Santa Ana,Other amphibian
801M15424,Cucamonga Creek Random SMC site 15424,801M15424,33.99181,-117.59958,801,San Bernardino,Middle Santa Ana,NA
907M23348,,907M23348,32.7862,-117.11484,907,San Diego,Mission Bay and San Diego River,NA
408M03036,LasPosasRdDrainTrib above Laguna Rd,408M03036,34.17991,-119.07852,408,Ventura,Calleguas,NA
408BA0660,Santa Clara Watershed Unknown River Random Site 660,408BA0660,34.26784,-118.93781,408,Ventura,Calleguas,Gambusia affinis
SMC00036,,408BA0036,34.21502,-118.87899,408,Ventura,Calleguas,Procambarus clarkii
SMC00036,,408BA0036,34.21502,-118.87899,408,Ventura,Calleguas,Gambusia affinis
412M08622,Eaton Wash,412M08622,34.19378,-118.10274,412,Los Angeles,Los Angeles,Other amphibian
412CE0232,Los Angeles River ~0.4mi above Hwy 101,412CE0232,34.15907,-118.45624,412,Los Angeles,Los Angeles,NA
909M24937,,909M24937,32.81935,-116.70775,909,San Diego,Southern San Diego,Other amphibian
907M23379,,907M23379,32.80322,-116.92425,907,San Diego,Mission Bay and San Diego River,NA
SMC00464,,SMC00464,34.24152,-117.86683,405,Los Angeles,San Gabriel,Procambarus clarkii
SMC00520,,SMC00520,34.29626,-118.28252,412,Los Angeles,Los Angeles,NA
SMC00544,,SMC00544,34.14677,-117.74153,405,Los Angeles,San Gabriel,Other amphibian
SMC00574,,SMC00574,33.87972,-118.10851,405,Los Angeles,San Gabriel,NA
SMC00608,,SMC00608,34.12344,-117.90223,405,Los Angeles,San Gabriel,NA
SMC00836,,408BA0836,34.19071,-119.00511,408,Ventura,Calleguas,Gambusia affinis
SMC00836,,408BA0836,34.19071,-119.00511,408,Ventura,Calleguas,Micropterus almoides
SMC00836,,408BA0836,34.19071,-119.00511,408,Ventura,Calleguas,Procambarus clarkii
SMC00873,,SMC00873,33.59849,-117.62668,901,Orange,San Juan,Other amphibian
SMC00924,,SMC00924,34.22394,-118.18053,412,Los Angeles,Los Angeles,NA
SMC01278,,SMC01278,33.82099,-118.06645,405,Los Angeles,San Gabriel,NA
SMC01384,,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay,Procambarus clarkii
SMC01384,,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay,Micropterus almoides
SMC03390,,SMC03390,33.82267,-118.09186,405,Los Angeles,San Gabriel,NA
SMC04524,W. Fork San Gabriel River; Off Shortcut- Pass Road,SMC04524,34.24761,-118.03367,405,Los Angeles,San Gabriel,Other fish
SMC04670,,SMC04670,33.86506,-118.10456,405,Los Angeles,San Gabriel,NA
SMC09698,,802S09698,33.7459,-116.70739,802,Riverside,San Jacinto,NA
SMC11581,,SMC11581,33.95246,-117.60611,801,Riverside,Middle Santa Ana,NA
SGLT506,,SGLT506,34.06173,-117.99129,405,Los Angeles,San Gabriel,NA
SMC03984,,SMC03984,34.24613,-117.90186,405,Los Angeles,San Gabriel,Other reptile
SMC03984,,SMC03984,34.24613,-117.90186,405,Los Angeles,San Gabriel,Other fish
SMC09698,,802S09698,33.7459,-116.70739,802,Riverside,San Jacinto,
801M16861,,801M16861,33.89732,-117.36136,801,Riverside,Middle Santa Ana,Procambarus clarkii
904M21713,Escondido Creek,904M21713,33.11944,-117.09511,904,San Diego,Central San Diego,Ameiurus sp
801SAR151,Santa Ana River Random Olsen Site 151,801SAR151,33.98873,-117.39614,801,Riverside,Middle Santa Ana,Gambusia affinis
801SAROCR,,801SAROCR,33.931667,-117.592222,801,Riverside,Middle Santa Ana,Gambusia affinis
801RB8494,Santa Ana River Random Olsen Site 494,801RB8494,33.96292,-117.47379,801,Riverside,Middle Santa Ana,Procambarus clarkii
801RB8494,Santa Ana River Random Olsen Site 494,801RB8494,33.96292,-117.47379,801,Riverside,Middle Santa Ana,Lithobates catesbeianus
801RB8494,Santa Ana River Random Olsen Site 494,801RB8494,33.96292,-117.47379,801,Riverside,Middle Santa Ana,Gambusia affinis
801RB8494,Santa Ana River Random Olsen Site 494,801RB8494,33.96292,-117.47379,801,Riverside,Middle Santa Ana,Other amphibian
801RB8356,Santa Ana River Random Olsen Site 356,801RB8356,33.9313,-117.58815,801,Riverside,Middle Santa Ana,Other amphibian
801RB8356,Santa Ana River Random Olsen Site 356,801RB8356,33.9313,-117.58815,801,Riverside,Middle Santa Ana,Lithobates catesbeianus
801RB8356,Santa Ana River Random Olsen Site 356,801RB8356,33.9313,-117.58815,801,Riverside,Middle Santa Ana,Ameiurus sp
801RB8356,Santa Ana River Random Olsen Site 356,801RB8356,33.9313,-117.58815,801,Riverside,Middle Santa Ana,Gambusia affinis
801RB8356,Santa Ana River Random Olsen Site 356,801RB8356,33.9313,-117.58815,801,Riverside,Middle Santa Ana,Cyprinus carpio
801WE1008,Barton Creek ~ 1.4 mi. NW of Barton Flats Campground,801WE1008,34.18128,-116.91197,801,San Bernardino,Upper Santa Ana,Other fish
801M15406,,801M15406,34.09198,-117.60878,801,San Bernardino,Middle Santa Ana,Other reptile
801M15389,,801M15389,33.98531,-117.66605,801,San Bernardino,Middle Santa Ana,NA
801M15441,,801M15441,34.23064,-117.47906,801,San Bernardino,Middle Santa Ana,Other amphibian
801M15441,,801M15441,34.23064,-117.47906,801,San Bernardino,Middle Santa Ana,Other amphibian
801M15441,,801M15441,34.23064,-117.47906,801,San Bernardino,Middle Santa Ana,Gambusia affinis
801PFB019,Prado Flood Control Basin Random Olsen Site 019,801PFB019,33.92417,-117.59778,801,Riverside,Middle Santa Ana,Lithobates catesbeianus
801PFB019,Prado Flood Control Basin Random Olsen Site 019,801PFB019,33.92417,-117.59778,801,Riverside,Middle Santa Ana,Lithobates catesbeianus
801PFB019,Prado Flood Control Basin Random Olsen Site 019,801PFB019,33.92417,-117.59778,801,Riverside,Middle Santa Ana,Other amphibian
801PFB019,Prado Flood Control Basin Random Olsen Site 019,801PFB019,33.92417,-117.59778,801,Riverside,Middle Santa Ana,Gambusia affinis
801PFB019,Prado Flood Control Basin Random Olsen Site 019,801PFB019,33.92417,-117.59778,801,Riverside,Middle Santa Ana,Micropterus dolomieu
402M00046,,402M00046,34.42402,-119.30011,402,Ventura,Ventura,NA
404M07368,,404M07368,34.1264,-118.75364,404,Los Angeles,Santa Monica Bay,Procambarus clarkii
404M07368,,404M07368,34.1264,-118.75364,404,Los Angeles,Santa Monica Bay,Micropterus almoides
904M21713,Escondido Creek,904M21713,33.11944,-117.09511,904,San Diego,Central San Diego,Gambusia affinis
905WE1018,Santa Ysabel Creek ~0.4mi SW Hwy 79,905WE1018,33.12423,-116.68157,905,San Diego,Central San Diego,Other amphibian
905WE1018,Santa Ysabel Creek ~0.4mi SW Hwy 79,905WE1018,33.12423,-116.68157,905,San Diego,Central San Diego,Other amphibian
904M21720,Agua Hedionda Tributary,904M21720,33.15678,-117.28243,904,San Diego,Central San Diego,Other amphibian
904M21720,Agua Hedionda Tributary,904M21720,33.15678,-117.28243,904,San Diego,Central San Diego,Other amphibian
904M21720,Agua Hedionda Tributary,904M21720,33.15678,-117.28243,904,San Diego,Central San Diego,Procambarus clarkii
905M21721,Lusardi Creek,905M21721,33.00843,-117.16525,905,San Diego,Central San Diego,Procambarus clarkii
902M20161,Rainbow Creek,902M20161,33.4187,-117.14103,902,San Diego,Northern San Diego,Gambusia affinis
903M20153,Couser Canyon,903M20153,33.31876,-117.10161,903,San Diego,Northern San Diego,Other amphibian
903M20124,Key's Creek Tributary,903M20124,33.29947,-117.08415,903,San Diego,Northern San Diego,
911M24913,Campo Creek,911M24913,32.59027,-116.51532,911,San Diego,Southern San Diego,Gambusia affinis
911M24916,Wruck Canyon,911M24916,32.54938,-116.99128,911,San Diego,Southern San Diego,
909M24923,Telegraph Canyon,909M24923,32.63919,-116.9887,909,San Diego,Southern San Diego,Pacifastacus lenisculus
904WE1125,Escondido Creek above Country Club Dr.,904WE1125,33.09896,-117.12876,904,San Diego,Central San Diego,Procambarus clarkii
SMC11581,,SMC11581,33.95246,-117.60611,801,Riverside,Middle Santa Ana,NA
904WE1125,Escondido Creek above Country Club Dr.,904WE1125,33.09896,-117.12876,904,San Diego,Central San Diego,NA
404M07360,,404M07360,34.15459,-118.75848,404,Los Angeles,Santa Monica Bay,Other amphibian
801SAROCR,,801SAROCR,33.931667,-117.592222,801,Riverside,Middle Santa Ana,Ameiurus sp
SGUR3984,,SMC03984,34.24613,-117.90186,405,Los Angeles,San Gabriel,Other fish
403M05800,,403M05800,34.52907,-118.52244,403,Los Angeles,Santa Clara,Other amphibian
403M05798,,403M05798,34.3633,-118.42772,403,Los Angeles,Santa Clara,Other amphibian
SGLT506,,SGLT506,34.06173,-117.99129,405,Los Angeles,San Gabriel,Gambusia affinis
SMC01640,,SMC01640,34.15335,-118.69679,404,Los Angeles,Santa Monica Bay,NA
801M16973,,801M16973,33.93481,-117.34516,801,Riverside,Middle Santa Ana,Other amphibian
801M16973,,801M16973,33.93481,-117.34516,801,Riverside,Middle Santa Ana,Other amphibian
902WE0888,De Luz Creek Trib ~1.8mi above De Luz Creek,902WE0888,33.45407,-117.30182,902,San Diego,Northern San Diego,Micropterus almoides
902WE0888,De Luz Creek Trib ~1.8mi above De Luz Creek,902WE0888,33.45407,-117.30182,902,San Diego,Northern San Diego,Procambarus clarkii
903M20230,,903M20230,33.23967,-117.31776,903,San Diego,Northern San Diego,Other amphibian
903M20230,,903M20230,33.23967,-117.31776,903,San Diego,Northern San Diego,Other amphibian
903M20230,,903M20230,33.23967,-117.31776,903,San Diego,Northern San Diego,Other invertebrate
907M23367,,907M23367,32.96335,-116.66364,907,San Diego,Mission Bay and San Diego River,Other amphibian
907M23367,,907M23367,32.96335,-116.66364,907,San Diego,Mission Bay and San Diego River,Other amphibian
801RB8312,Santa Ana River Random Olsen Site 312,801RB8312,33.95718,-117.53012,801,Riverside,Middle Santa Ana,Procambarus clarkii
404M07364,,404M07364,34.0968,-118.71734,404,Los Angeles,Santa Monica Bay,Other fish
404M07365,,404M07365,34.04241,-118.51361,404,Los Angeles,Santa Monica Bay,Other amphibian
404M07365,,404M07365,34.04241,-118.51361,404,Los Angeles,Santa Monica Bay,Other amphibian
404M07365,,404M07365,34.04241,-118.51361,404,Los Angeles,Santa Monica Bay,Other invertebrate
SMC01384,,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay,Procambarus clarkii
SMC01384,,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay,Micropterus almoides
SMC01384,,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay,Cyprinus carpio
SMC01384,,SMC01384,34.0646,-118.70091,404,Los Angeles,Santa Monica Bay,Lepomis cyanellus
SGUR3984,,SMC03984,34.24613,-117.90186,405,Los Angeles,San Gabriel,Other amphibian
801M16973,,801M16973,33.93481,-117.34516,801,Riverside,Middle Santa Ana,Procambarus clarkii
801M16976,,801M16976,34.01604,-117.37024,801,Riverside,Middle Santa Ana,Ameiurus sp
801M16976,,801M16976,34.01604,-117.37024,801,Riverside,Middle Santa Ana,Other fish
SMC11581,,SMC11581,33.95246,-117.60611,801,Riverside,Middle Santa Ana,NA
SMC09698,,802S09698,33.7459,-116.70739,802,Riverside,San Jacinto,NA
907M23349,,907M23349,32.82495,-117.09258,907,San Diego,Mission Bay and San Diego River,NA
903M20214,,903M20214,33.21936,-117.35881,903,San Diego,Northern San Diego,Other amphibian
903M20214,,903M20214,33.21936,-117.35881,903,San Diego,Northern San Diego,Procambarus clarkii
903M20214,,903M20214,33.21936,-117.35881,903,San Diego,Northern San Diego,Gambusia affinis
801RB8312,Santa Ana River Random Olsen Site 312,801RB8312,33.95718,-117.53012,801,Riverside,Middle Santa Ana,Ameiurus sp
801RB8312,Santa Ana River Random Olsen Site 312,801RB8312,33.95718,-117.53012,801,Riverside,Middle Santa Ana,Gambusia affinis
801RB8312,Santa Ana River Random Olsen Site 312,801RB8312,33.95718,-117.53012,801,Riverside,Middle Santa Ana,Cyprinus carpio
SMC04047,,SMC04047,34.45832,-119.29171,402,Ventura,Ventura,Gambusia affinis
SMC04047,,SMC04047,34.45832,-119.29171,402,Ventura,Ventura,Other fish
SMC04308,,SMC04308,34.19349,-118.9083,408,Ventura,Calleguas,Procambarus clarkii
